ASSIGNMENT_KEY,EMP_CODE,ASSIGNMENT_START_DATE,ASSIGNMENT_END_DATE,ASSIGNMENT_ORGUNIT_CODE,ASSIGNMENT_OFFICE_CODE,ASSIGNMENT_JOB_CODE,ASSIGNMENT_JOB_LIB
651_20121001_29991231,651,2012-10-01,2999-12-31 00:00:00,INT200    ,          ,FRP01     ,Analyste                                                    
652_20121001_29991231,652,2012-10-01,2999-12-31 00:00:00,INT200    ,          ,FRP01     ,Analyste                                                    
655_20140101_29991231,655,2014-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
656_20100101_29991231,656,2010-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
657_20140901_29991231,657,2014-09-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
120322_20200112_29991231,120322,2020-01-12,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
120342_20190101_29991231,120342,2019-01-01,2999-12-31 00:00:00,FRG005    ,FRG054    ,FRG05     ,_Responsable                                                
120362_20200101_29991231,120362,2020-01-01,2999-12-31 00:00:00,UOLUP     ,EMPLUP    ,LUP001    ,Emploi 1                                                    
120402_20160101_20160101,120402,2016-01-01,2016-01-01 00:00:00,CERFER01  ,CERFER01  ,CNAFL01   ,Responsable Finition                                        
120402_20170101_20170101,120402,2017-01-01,2017-01-01 00:00:00,CERFER01  ,CERFER01  ,CNAFL01   ,Responsable Finition                                        
120402_20170201_29991231,120402,2017-02-01,2999-12-31 00:00:00,CERFER01  ,CERFER01  ,CNAFL01   ,Responsable Finition                                        
120422_20190101_29991231,120422,2019-01-01,2999-12-31 00:00:00,FRG005    ,FRG054    ,FRG05     ,_Responsable                                                
17361_20151201_29991231,17361,2015-12-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
1221_19900101_29991231,1221,1990-01-01,2999-12-31 00:00:00,INT001    ,          ,INT06     ,Président Directeur Général                                 
17741_20130101_29991231,17741,2013-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
17861_20150101_20150115,17861,2015-01-01,2015-01-15 00:00:00,INT001    ,FRPNJ9    ,FRP01     ,Analyste                                                    
18882_20150101_29991231,18882,2015-01-01,2999-12-31 00:00:00,QTPORG10  ,QTPPOS80  ,QTPEMP80  ,Ingénieur                                                   
19121_20150101_20151001,19121,2015-01-01,2015-10-01 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
19141_20160526_29991231,19141,2016-05-26,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
658_20121001_29991231,658,2012-10-01,2999-12-31 00:00:00,INT200    ,          ,FRP01     ,Analyste                                                    
659_20121001_20140210,659,2012-10-01,2014-02-10 00:00:00,INT200    ,          ,FRP01     ,Analyste                                                    
660_20140101_29991231,660,2014-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
661_20121001_29991231,661,2012-10-01,2999-12-31 00:00:00,INT200    ,          ,FRP01     ,Analyste                                                    
662_20121001_29991231,662,2012-10-01,2999-12-31 00:00:00,INT200    ,          ,FRP01     ,Analyste                                                    
663_20121001_29991231,663,2012-10-01,2999-12-31 00:00:00,INT200    ,          ,FRP01     ,Analyste                                                    
664_20140101_20140501,664,2014-01-01,2014-05-01 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
665_20121001_29991231,665,2012-10-01,2999-12-31 00:00:00,INT200    ,          ,FRP01     ,Analyste                                                    
666_20121001_29991231,666,2012-10-01,2999-12-31 00:00:00,INT200    ,          ,FRP01     ,Analyste                                                    
717_20140101_29991231,717,2014-01-01,2999-12-31 00:00:00,INT200    ,          ,FRP01     ,Analyste                                                    
850_20140101_29991231,850,2014-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
16761_20150101_29991231,16761,2015-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
16762_20150101_29991231,16762,2015-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
16801_20150901_20160105,16801,2015-09-01,2016-01-05 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
13483_20160509_29991231,13483,2016-05-09,2999-12-31 00:00:00,FRP001    ,          ,FRP01     ,Analyste                                                    
17382_20151126_29991231,17382,2015-11-26,2999-12-31 00:00:00,INT200    ,          ,FRP01     ,Analyste                                                    
17401_20150101_20220411,17401,2015-01-01,2022-04-11 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
13641_20160509_29991231,13641,2016-05-09,2999-12-31 00:00:00,FRP001    ,          ,FRP01     ,Analyste                                                    
13741_20160509_29991231,13741,2016-05-09,2999-12-31 00:00:00,FRP001    ,          ,FRP01     ,Analyste                                                    
17701_20150101_20151215,17701,2015-01-01,2015-12-15 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
14041_20160509_29991231,14041,2016-05-09,2999-12-31 00:00:00,FRP001    ,          ,FRP01     ,Analyste                                                    
17421_20150101_29991231,17421,2015-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
17541_20150101_20160210,17541,2015-01-01,2016-02-10 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
17721_20150101_20151210,17721,2015-01-01,2015-12-10 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
547_20131209_29991231,547,2013-12-09,2999-12-31 00:00:00,UO01      ,          ,FRP03     ,Chef de projet                                              
548_20131209_29991231,548,2013-12-09,2999-12-31 00:00:00,UO01      ,          ,FRP03     ,Chef de projet                                              
549_20131209_29991231,549,2013-12-09,2999-12-31 00:00:00,UO01      ,          ,FRP03     ,Chef de projet                                              
550_20140101_29991231,550,2014-01-01,2999-12-31 00:00:00,FRS200    ,FRS052    ,FRS05     ,Directeur                                                   
551_20140101_29991231,551,2014-01-01,2999-12-31 00:00:00,UO01      ,          ,FRP03     ,Chef de projet                                              
552_20140101_29991231,552,2014-01-01,2999-12-31 00:00:00,UO01      ,          ,FRP03     ,Chef de projet                                              
558_20140101_29991231,558,2014-01-01,2999-12-31 00:00:00,FRS200    ,FRS052    ,FRS05     ,Directeur                                                   
719_20121001_29991231,719,2012-10-01,2999-12-31 00:00:00,INT200    ,          ,FRP01     ,Analyste                                                    
720_20121001_29991231,720,2012-10-01,2999-12-31 00:00:00,INT200    ,          ,FRP01     ,Analyste                                                    
721_20121001_29991231,721,2012-10-01,2999-12-31 00:00:00,INT200    ,          ,FRP01     ,Analyste                                                    
722_20140101_29991231,722,2014-01-01,2999-12-31 00:00:00,INT200    ,          ,FRP01     ,Analyste                                                    
911_20140101_29991231,911,2014-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
912_20150101_29991231,912,2015-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
913_20150101_29991231,913,2015-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
14742_20120101_29991231,14742,2012-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
14881_20140101_29991231,14881,2014-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
14981_20130901_29991231,14981,2013-09-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
15041_20150101_20151231,15041,2015-01-01,2015-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
13155_20160115_29991231,13155,2016-01-15,2999-12-31 00:00:00,BEE001    ,BEE01     ,BEE01     ,Directeur Général                                           
15061_20130101_29991231,15061,2013-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
15041_20160601_29991231,15041,2016-06-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
15081_20150101_20160601,15081,2015-01-01,2016-06-01 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
15082_20160701_29991231,15082,2016-07-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
